well_a,well_b,min_xy_dist_ft,sample_min_xy_dist_ft,global_angle_deg,eval_angle_deg,local_angle_at_closest_deg,a_md,b_md,a_closest_idx,b_closest_idx,a_x,a_y,b_x,b_y,a_length_ft,b_length_ft,a_eval_start_idx,a_eval_end_idx,b_eval_start_idx,b_eval_end_idx,a_start_x,a_start_y,a_end_x,a_end_y,b_start_x,b_start_y,b_end_x,b_end_y,a_rows_within_250ft,b_rows_within_250ft,min_rows_within_250ft,a_max_run_within_250ft,b_max_run_within_250ft,min_max_run_within_250ft,a_rows_within_500ft,b_rows_within_500ft,min_rows_within_500ft,a_max_run_within_500ft,b_max_run_within_500ft,min_max_run_within_500ft,a_rows_within_1000ft,b_rows_within_1000ft,min_rows_within_1000ft,a_max_run_within_1000ft,b_max_run_within_1000ft,min_max_run_within_1000ft
4a335117,b56bc0aa,880.5441029272846,880.6329469763554,179.96797287908947,179.77049623786178,179.83924622107546,11114.0,17478.0,918,7196,2912975.69,1048696.45,2912265.13,1048176.39,6190.512865490306,6767.879007200217,1712,6726,1829,7430,2912761.4,1049034.58,2916708.23,1044265.41,2916436.66,1043146.99,2912118.81,1048358.55,0,0,0,0,0,0,0,0,0,0,0,0,6727,6464,6464,6727,6464,6464
3e678ea7,7a5660b0,880.8898706423962,880.8950564626872,179.53928813708345,179.8310505693209,178.92265587742224,14882.0,18739.0,2948,6935,3017240.13,1092850.99,3018066.64,1093155.7,8265.469793810686,6358.029614589672,1879,8736,1938,6935,3016370.68,1095175.21,3019244.78,1087425.53,3020325.34,1087212.4,3018066.64,1093155.7,0,0,0,0,0,0,0,0,0,0,0,0,6257,6123,6123,6257,6123,6123
3e678ea7,d9d6d94d,882.7443147932469,882.7443147932469,171.13858601682497,168.74743032446395,165.4202588351023,20670.0,18691.0,8736,6659,3019244.78,1087425.53,3018723.96,1086712.8,8265.469793810686,6122.022611760017,1879,8736,1741,6659,3016370.68,1095175.21,3019244.78,1087425.53,3021711.54,1081369.25,3018723.96,1086712.8,0,0,0,0,0,0,0,0,0,0,0,0,190,263,190,190,263,190
3df4b19e,6dbe4b60,885.784257311169,885.8893874519757,178.4515809795683,178.97709943260205,156.88680602855865,11963.0,10789.0,1113,0,3006036.91,1117071.5,3005151.23,1117057.91,6174.827059748288,6137.639849094888,1670,6657,2025,6672,3006021.62,1116433.42,3006162.05,1122606.65,3005151.23,1117057.91,3004845.89,1110927.87,0,0,0,0,0,0,0,0,0,0,0,0,1557,1348,1348,1557,1348,1348
cbe62450,eb640a35,886.8120784585019,886.8249848194654,178.88245784333736,178.39758269078305,179.96577124233465,12415.0,16974.0,1811,6841,2995603.33,1115943.42,2994772.6,1115633.06,7522.573349678902,7306.408691169848,1600,7857,1745,7781,2996079.6,1114535.34,2993567.78,1121626.17,2992523.81,1121590.61,2995097.31,1114752.43,0,0,0,0,0,0,0,0,0,0,0,0,4913,4145,4145,4732,3967,3967
8ac2f237,a0b83014,887.4556616528292,887.5137056970563,179.0730063134154,179.2139973454716,179.94827359272725,15261.0,14010.0,4219,3414,3008768.13,1120368.3,3007881.08,1120395.13,6435.867723096994,6265.824495611256,1456,6774,1838,6872,3008754.33,1116485.16,3008808.47,1122920.8,3007914.8,1123205.58,3007760.73,1116941.65,0,0,0,0,0,0,0,0,0,0,0,0,6134,6873,6134,6134,6873,6134
5f6756c5,7987f2f2,891.0360002265945,891.0424825450107,175.60842171312078,178.68857005330838,178.88980990374552,16676.0,16671.0,5273,5713,3015154.81,1109116.27,3015868.77,1109649.38,7402.857078250111,5028.608841280223,2133,8063,2009,5713,3017743.46,1105291.45,3013507.95,1111362.92,3012684.32,1113541.19,3015868.77,1109649.38,0,0,0,0,0,0,0,0,0,0,0,0,3243,3246,3243,3243,3246,3243
995ff498,eeed308d,891.5907592612537,891.5907592612537,178.1489808146256,178.34896897675858,170.81920231881423,10573.0,10781.0,0,201,2906802.09,1034335.89,2907561.15,1034803.61,5782.489620544004,5022.090489527242,1601,6126,1604,5502,2906802.09,1034335.89,2903034.23,1038722.28,2907564.62,1034802.29,2910958.35,1031100.4,0,0,0,0,0,0,0,0,0,0,0,0,683,762,683,683,762,683
2d35f86d,5a1a8fd8,892.4754923807488,892.4912833749822,178.6328590836654,178.29548315767596,179.51940361890752,11544.0,11498.0,385,267,3001455.16,1102558.54,3000646.02,1102181.97,6226.510667918185,6349.964629956588,1732,6627,1554,6813,3001504.67,1102458.94,2999153.43,1108224.45,3000635.47,1102190.54,3002892.36,1096255.18,0,0,0,0,0,0,0,0,0,0,0,0,907,967,907,907,967,907
4c3df468,aff4e561,892.7987138209468,892.8997821702714,177.6950374414088,177.79196450593676,179.89275054584442,10721.0,11130.0,188,890,2883185.88,1019927.41,2883831.41,1020544.16,6601.003749430744,7240.553306294961,1511,6902,1697,7722,2883163.42,1019948.76,2887336.32,1014834.06,2884117.5,1020241.93,2879318.37,1025663.55,0,0,0,0,0,0,0,0,0,0,0,0,1073,1342,1073,1073,1342,1073
884ecb5f,cdc60a53,893.7470920232764,893.8030177281541,178.6590695290254,179.19278304351735,37.51989866630159,10554.0,13877.0,0,3362,2906668.53,1037473.28,2905972.55,1036912.57,7625.947473154013,7122.335454975451,1330,8053,1753,7630,2906668.53,1037473.28,2911748.16,1031785.36,2907832.98,1034740.78,2903214.42,1040162.64,0,0,0,0,0,0,0,0,0,0,0,0,3447,3788,3447,3447,3788,3447
5beded95,78a4a386,894.0692333371492,894.0923315295786,179.25176471042425,179.73021589392513,169.35951300605802,10842.0,11117.0,239,0,2982848.02,1102630.41,2983284.08,1103410.93,4254.613541145909,6193.981499003629,1722,4778,1127,6245,2982847.3,1102626.64,2985668.24,1099441.67,2983284.08,1103410.93,2979238.18,1108100.93,0,0,0,0,0,0,0,0,0,0,0,0,743,306,306,743,306,306
9d5e14d4,dc7da28f,897.6199236871655,897.6517102973878,179.88847648138062,179.76102206012783,144.95568253264537,10340.0,10089.0,69,0,2891347.35,1028168.77,2890976.5,1027351.34,6125.393122086251,6071.184306212375,1165,6564,1898,6671,2891350.46,1028169.26,2886976.51,1032457.5,2890976.5,1027351.34,2895303.46,1023092.62,0,0,0,0,0,0,0,0,0,0,0,0,611,776,611,611,776,611
26623a50,c1d046f4,901.0751440918748,901.080358957856,168.24978831071326,167.66728404655646,175.31756442866526,11494.0,17977.0,626,6916,3001776.03,1109821.98,3002669.15,1109941.45,6956.805695180804,6698.863805094217,1744,7478,1404,6916,3001787.98,1109641.92,3000364.0,1116451.43,3002662.01,1116640.31,3002669.15,1109941.45,0,0,0,0,0,0,0,0,0,0,0,0,1224,513,513,1224,513,513
53134831,d463e527,903.7650892236755,903.7650892236755,178.7879678088728,178.614916320768,178.29193367609088,18402.0,18516.0,7213,6990,3025582.38,1115129.86,3024713.99,1114879.48,6583.488458924952,6259.14405861545,2088,7213,2224,6990,3025809.2,1121709.44,3025582.38,1115129.86,3024630.71,1108620.89,3024713.99,1114879.48,0,0,0,0,0,0,0,0,0,0,0,0,215,238,215,215,238,215
93209a3d,c96c018a,904.740298483435,904.779973087227,156.542222186821,158.52933240648133,156.3739393714606,18012.0,18477.0,6299,7616,3003235.27,1109703.9,3002330.58,1109694.36,5942.395111080975,7240.460835996604,1603,6299,1443,7678,3005637.06,1104268.51,3003235.27,1109703.9,3002283.37,1116872.69,3002331.63,1109632.39,0,0,0,0,0,0,0,0,0,0,0,0,218,490,218,218,490,218
877ed19c,9df1b1f9,908.9938616404676,908.9938616404676,155.666682298008,155.16822607590126,149.57333051919426,16618.0,18085.0,5630,6443,3012339.55,1110299.2,3013241.09,1110183.03,5040.269735887232,5922.3202245827615,1923,5630,1743,6443,3012065.98,1115332.04,3012339.55,1110299.2,3015970.64,1104927.23,3013241.09,1110183.03,0,0,0,0,0,0,0,0,0,0,0,0,322,140,140,322,140,140
4cd1ac61,fd8f77fa,909.4653286410032,909.4653286410032,156.39578399553878,157.84342124409324,161.88860504425736,17713.0,17426.0,6708,6755,3003572.88,1110131.12,3004145.16,1110837.96,6057.052040787078,6158.772157662538,2220,6708,1484,6755,3005776.5,1104489.14,3003572.88,1110131.12,3004389.08,1116991.9,3004145.16,1110837.96,0,0,0,0,0,0,0,0,0,0,0,0,159,115,115,159,115,115
861e71df,c908edd0,909.5035747593776,909.5841914299996,174.5916491595777,173.95716467368516,177.89696534401537,11527.0,11155.0,754,110,3007348.56,1116456.05,3008256.87,1116502.63,5762.5805064224905,6448.813408721009,1584,6283,1458,6750,3007309.18,1116754.23,3006738.67,1111019.96,3008260.02,1116493.85,3008290.79,1122942.59,0,0,0,0,0,0,0,0,0,0,0,0,1102,840,840,1102,840,840
4cd1ac61,c1d046f4,910.725620370738,910.7323420741512,158.7266628710437,158.70349482385927,162.42224533174664,17713.0,17815.0,6708,6754,3003572.88,1110131.12,3002662.58,1110103.28,6057.052040787078,6698.863805094217,2220,6708,1404,6916,3005776.5,1104489.14,3003572.88,1110131.12,3002662.01,1116640.31,3002669.15,1109941.45,0,0,0,0,0,0,0,0,0,0,0,0,275,602,275,275,602,275
861e71df,c2717d4f,912.0103741184732,912.1189910313956,177.91839913420318,177.51869302113278,179.84278257655498,16558.0,12645.0,5785,1803,3006745.04,1111517.08,3005834.45,1111567.96,5762.5805064224905,6056.582165958083,1584,6283,1961,6681,3007309.18,1116754.23,3006738.67,1111019.96,3005777.26,1110384.44,3006157.57,1116429.07,0,0,0,0,0,0,0,0,0,0,0,0,1714,2222,1714,1714,2222,1714
99529c45,dafc88c3,915.3702879712984,915.4380558511592,179.0433970236003,179.69788907902975,179.92244315218989,12021.0,10840.0,1568,92,2897683.26,1023943.62,2898387.47,1024528.42,7080.573378025215,6941.638524217601,1751,7590,1615,7186,2898356.66,1023115.63,2893691.7,1028442.23,2898374.34,1024545.48,2903034.31,1019400.48,0,0,0,0,0,0,0,0,0,0,0,0,1990,1479,1479,1990,1479,1479
a4cdbb0f,eac10e86,915.5097596420914,915.5097596420914,178.3838745101098,178.35082102397047,129.02920876444244,10509.0,10521.0,0,0,2889916.52,1026393.02,2889314.12,1025703.62,6514.43731545563,7205.0677911660205,1555,6758,1434,7500,2889916.52,1026393.02,2885248.13,1030936.59,2889314.12,1025703.62,2894333.65,1020534.74,0,0,0,0,0,0,0,0,0,0,0,0,504,285,285,504,285,285
9a8ae0d6,c6797dd7,916.639085573104,916.6416366283214,175.0250643668212,174.94999087267934,130.1746044241933,18199.0,11017.0,6653,0,3007761.0,1103909.86,3008578.74,1104324.02,7414.709100355759,5543.59134991024,1541,7834,1617,6280,3010565.05,1098341.73,3007235.75,1104966.96,3008578.74,1104324.02,3011488.06,1099605.2,0,0,0,0,0,0,0,0,0,0,0,0,1610,1915,1610,1610,1915,1610
4f4ac5ce,d24ff243,916.7611005054108,916.7854702163112,178.56561287930865,178.17251059147998,179.88198029970678,11152.0,11545.0,580,896,2899402.1,1024684.04,2900105.83,1025271.59,6514.894941785109,6754.3916253427005,1737,6898,1475,7115,2899543.05,1024492.23,2895265.97,1029406.54,2899718.79,1025651.9,2904279.25,1020669.53,0,0,0,0,0,0,0,0,0,0,0,0,1495,1498,1495,1495,1498,1495
bd6f0e19,d1ecf309,917.4436058963772,917.5982497805472,178.71034566716193,179.41433339539398,179.2008725083921,11647.0,11221.0,1052,791,3005879.74,1122723.98,3004968.16,1122827.54,6455.528022539988,7196.448628490451,1839,6978,1696,7863,3005988.13,1123257.02,3005655.06,1116810.09,3004882.5,1122664.69,3005091.95,1129858.09,0,0,0,0,0,0,0,0,0,0,0,0,900,1244,900,900,1244,900
16e4a047,44441e54,917.4988362388982,917.504478517525,154.4337758987623,154.71520252979528,151.93842867723876,17003.0,17237.0,5647,5567,3010869.83,1104796.83,3011706.44,1105173.51,5192.773781727733,5374.505238670778,1553,5683,1211,5567,3012880.98,1100048.37,3010854.87,1104829.56,3011950.3,1110542.48,3011706.44,1105173.51,0,0,0,0,0,0,0,0,0,0,0,0,396,164,164,396,164,164
310c71a5,e6c55748,917.9971832745146,918.0099986929464,178.5712812059835,177.7529356677049,130.15424658609257,10515.0,13258.0,0,2652,2907298.67,1032190.03,2907993.13,1032790.4,6497.176126595119,5487.810282735605,1743,6987,1487,5958,2907298.67,1032190.03,2903040.49,1037097.29,2906522.52,1034406.19,2910221.4,1030352.26,0,0,0,0,0,0,0,0,0,0,0,0,3043,3021,3021,3043,3021,3021
bd6f0e19,fd3b4faa,918.47153015217,918.4930324179252,178.18223217424793,178.61362823977444,169.39791053204516,10798.0,12070.0,203,1569,3005988.31,1123249.76,3006906.6,1123231.5,6455.528022539988,6389.103942807483,1839,6978,1934,6955,3005988.13,1123257.02,3005655.06,1116810.09,3006861.76,1122221.08,3006988.84,1128608.92,0,0,0,0,0,0,0,0,0,0,0,0,1150,1404,1150,856,790,790
4654e7de,8bb9c1e6,919.5823926652824,919.5823926652824,178.01214150476036,177.8199000696722,144.06132979041593,10732.0,11794.0,0,1275,2906951.58,1032888.3,2906272.33,1032268.42,6642.247508456801,5877.506581978289,1637,7009,1836,6381,2906951.58,1032888.3,2911431.08,1027983.86,2906762.86,1031663.8,2902952.02,1036138.46,0,0,0,0,0,0,0,0,0,0,0,0,1441,1663,1441,1441,1663,1441
4b462989,93f5d2e6,923.2939372704068,923.3173093794456,178.30530501104516,178.65019725218752,178.59582235469608,10447.0,10632.0,95,49,2928840.81,1055855.3,2928213.92,1055177.45,4328.779266178966,4856.322616795864,1632,4737,1480,5170,2928846.44,1055851.94,2925934.36,1059054.77,2928211.63,1055179.12,2931370.91,1051490.92,0,0,0,0,0,0,0,0,0,0,0,0,670,562,562,670,562,562
2ee0235b,be83e781,924.0641517233408,924.0991801751876,176.73981704279382,177.86418252762553,163.35840078848875,11549.0,10812.0,908,0,2903303.21,1026475.04,2904004.6,1027076.66,6792.672917269032,4450.330394139369,1700,7255,1555,4775,2903580.22,1026115.63,2899201.99,1031309.04,2904004.6,1027076.66,2907061.93,1023842.75,0,0,0,0,0,0,0,0,0,0,0,0,1325,799,799,1325,799,799
7cbbd047,f074d277,924.372608042908,924.372608042908,176.70178379636369,176.63874312923969,175.45030946439832,17975.0,15816.0,6789,3867,3019139.04,1109248.52,3019939.77,1108786.68,6276.279671150615,3549.2088616195874,1669,6789,1415,3867,3015129.85,1114077.4,3019139.04,1109248.52,3022360.3,1106190.93,3019939.77,1108786.68,0,0,0,0,0,0,0,0,0,0,0,0,82,80,80,82,80,80
796dbd4c,cb879f40,926.5879845969632,926.610840644532,178.4911669206377,178.0614914111861,179.59208588075597,17080.0,12649.0,7025,2031,2994352.85,1115629.39,2995212.51,1115975.15,7450.274595369134,7603.243900507182,1821,8068,1589,7903,2991901.69,1121551.31,2994761.79,1114671.89,2995922.42,1114384.03,2993189.47,1121479.12,0,0,0,0,0,0,0,0,0,0,0,0,3413,3684,3413,3413,3684,3413
512943b2,d50c649a,926.6791555331667,926.6791555331667,156.58807004921073,157.83112916920115,162.37293685463032,17466.0,17922.0,6680,6547,3004501.27,1110949.95,3003950.74,1110204.53,6145.922783927544,6123.165558075269,1652,6680,1675,6547,3004782.61,1117089.43,3004501.27,1110949.95,3006123.94,1104479.99,3003950.74,1110204.53,0,0,0,0,0,0,0,0,0,0,0,0,90,119,90,90,119,90
00bbac68,c2c6fc71,929.2782283575468,929.3234615568156,179.91753165602782,178.43974523069895,179.98636667534225,19027.0,13654.0,7449,2270,3005868.78,1089446.93,3005234.22,1088768.04,7062.501609727435,8369.117184625973,1545,7558,1721,8839,3010760.08,1084504.51,3005789.15,1089521.36,3003952.04,1090038.77,3009851.18,1084102.25,0,0,0,0,0,0,0,0,0,0,0,0,3089,3358,3089,1595,1674,1595
460f859e,8255c867,934.6870549011344,934.758087742288,179.609057783221,179.9014905329826,179.9395976963084,13630.0,12733.0,3170,2337,2914834.96,1039944.56,2915562.05,1040531.91,4478.858353308407,4819.715449194016,1646,4981,1749,5337,2913099.09,1041972.81,2915980.42,1038543.8,2916734.34,1039133.61,2913658.98,1042844.65,0,0,0,0,0,0,0,0,0,0,0,0,4982,5156,4982,4982,5156,4982
e5c92e59,fa31da94,934.7761795206628,934.7761795206628,176.97370409597374,176.77833543588753,171.5333965191839,17842.0,17808.0,5926,6680,3018019.82,1108981.55,3017189.49,1109410.92,5544.790009414289,6087.7539746612,1632,5926,1654,6680,3021680.69,1104817.09,3018019.82,1108981.55,3013417.13,1114189.0,3017189.49,1109410.92,0,0,0,0,0,0,0,0,0,0,0,0,69,73,69,69,73,69
e2fc7745,fa31da94,937.6640879332429,937.7245508142604,153.24928725820288,153.00285237962345,127.2925289151806,11010.0,12338.0,0,1210,3014484.57,1114336.85,3013802.6,1113693.32,4753.362250838834,6087.7539746612,1651,5342,1654,6680,3014484.57,1114336.85,3013533.58,1118994.11,3013417.13,1114189.0,3017189.49,1109410.92,0,0,0,0,0,0,0,0,0,0,0,0,612,684,612,612,684,612
20402d71,df71d1ff,938.3701518058156,938.4754426727573,178.70710444267348,178.8887173683931,179.54237635181613,10721.0,11343.0,362,950,2885435.93,1021156.91,2884747.2,1020519.58,7457.251919909747,7432.332505425212,1558,7929,1651,7878,2885490.98,1021152.32,2880464.49,1026660.95,2884372.11,1020876.21,2889256.65,1015274.35,0,0,0,0,0,0,0,0,0,0,0,0,1260,1249,1249,1260,1249,1249
30d75030,6ea22614,938.9350604277166,938.9478209676917,160.29957496849448,160.7047807512356,155.54102206140058,15586.0,13048.0,5008,3095,2991714.42,1118597.6,2992555.68,1119014.59,4744.255146395622,7229.0973027064065,1605,5008,1923,7893,2992012.21,1113862.7,2991714.42,1118597.6,2991586.52,1121251.89,2994445.86,1114612.31,0,0,0,0,0,0,0,0,0,0,0,0,151,740,151,151,740,151
6dbe4b60,c2717d4f,940.9951094985162,941.0360062186896,179.25143805294684,178.65534745754962,179.93736736030297,17131.0,12281.0,6342,1439,3004871.39,1111256.85,3005810.95,1111204.9,6137.639849094888,6056.582165958083,2025,6672,1961,6681,3005151.23,1117057.91,3004845.89,1110927.87,3005777.26,1110384.44,3006157.57,1116429.07,0,0,0,0,0,0,0,0,0,0,0,0,2157,2541,2157,1341,1697,1341
796dbd4c,8478df29,943.1115493404624,943.1224769878507,176.71763059443762,176.63731361442916,179.31783311918733,10809.0,10761.0,754,600,2992002.66,1121391.76,2992878.55,1121741.44,7450.274595369134,6120.600535249753,1821,8068,1841,6697,2991901.69,1121551.31,2994761.79,1114671.89,2992926.83,1121638.28,2990904.63,1127415.17,0,0,0,0,0,0,0,0,0,0,0,0,1205,1009,1009,1205,1009,1009
4936af16,f16e25e3,943.6211994225688,943.637701928117,178.1890184482973,178.31198210695464,179.9465681017465,10540.0,10680.0,130,522,2990828.92,1120169.84,2989885.6,1120146.0,5201.742990008285,6029.380352581852,1568,5558,1934,6584,2990829.81,1120179.45,2991103.46,1114984.91,2989887.41,1120072.22,2989380.1,1126080.22,0,0,0,0,0,0,0,0,0,0,0,0,823,891,823,823,891,823
1131525f,fb3848a1,945.3262637841124,945.3462003942878,178.07055014852477,177.77594889138643,120.45147151868396,10731.0,10387.0,15,0,2901513.92,1026300.19,2900771.07,1025715.54,5248.376662711882,7285.115310254045,1389,5547,1940,7858,2901513.56,1026300.68,2905062.8,1022434.37,2900771.07,1025715.54,2896027.96,1031245.08,0,0,0,0,0,0,0,0,0,0,0,0,502,778,502,502,778,502
1a730ac2,8d92cb49,946.2782764600792,946.3089614918296,176.11730053482287,176.56758309540902,179.80928694744398,16685.0,11909.0,5430,625,2991205.93,1090323.51,2990347.75,1089924.8,5863.186025984523,4612.258162982885,1444,6048,1250,4838,2989303.18,1095213.07,2991464.9,1089762.94,2990521.22,1089552.76,2988534.3,1093715.1,0,0,0,0,0,0,0,0,0,0,0,0,953,969,953,953,969,953
811f52b3,d6c320d9,948.8884411771946,948.9136412234536,177.90507893194558,178.11794848736375,178.72618484059606,11745.0,10863.0,1297,82,2906508.22,1032479.77,2907216.25,1033111.5,6104.991928258353,6603.282836233758,1838,6673,1494,6945,2906987.63,1031921.75,2903018.88,1036560.71,2907215.88,1033113.57,2911689.11,1028256.25,0,0,0,0,0,0,0,0,0,0,0,0,1632,1251,1251,1632,1251,1251
1285a37b,73b1447d,949.2739798395028,949.2739798395028,167.89731660995315,166.17395423356493,166.84215184624048,19408.0,18987.0,7402,7521,3013034.56,1086497.92,3012088.38,1086574.5,6889.553826083416,6785.102453913226,1806,7402,1852,7521,3016347.95,1080457.44,3013034.56,1086497.92,3007650.48,1091707.01,3012088.38,1086574.5,0,0,0,0,0,0,0,0,0,0,0,0,90,70,70,90,70,70
56b00794,b4d8dd4f,949.4497914581792,949.4534325073056,175.45578272125775,174.8915871595971,159.90537080073466,10690.0,10246.0,2,0,2917598.89,1045653.04,2916716.93,1045301.47,7043.967214098775,5354.515239328611,1228,7292,1650,5908,2917598.87,1045653.1,2922689.25,1040784.27,2916716.93,1045301.47,2913152.84,1049297.48,0,0,0,0,0,0,0,0,0,0,0,0,335,583,335,335,583,335
173ed841,3e678ea7,949.4863320766686,949.4863320766686,164.54237512400718,164.77112411525152,161.03080573857255,18735.0,20670.0,6529,8736,3020183.5,1087282.95,3019244.78,1087425.53,6004.193497964483,8265.469793810686,1647,6529,1879,8736,3023696.19,1082413.52,3020183.5,1087282.95,3016370.68,1095175.21,3019244.78,1087425.53,0,0,0,0,0,0,0,0,0,0,0,0,68,98,68,68,98,68
7cd4bb31,d84b621b,949.8102413112634,949.8137137880744,178.93594678343197,179.2761518560034,159.9196069378895,10702.0,14138.0,0,3574,2903308.28,1030619.81,2902563.0,1030031.0,7666.736708541895,5212.810809659228,1520,7958,1752,5745,2903308.28,1030619.81,2908431.83,1024916.47,2904535.56,1027708.05,2901124.54,1031649.92,0,0,0,0,0,0,0,0,0,0,0,0,2392,2451,2392,2392,2451,2392
8a9c8932,af7a59ce,952.3122505248416,952.3122505248416,179.58189935999468,178.54420488080444,177.2132442721647,10717.0,10896.0,0,0,2902061.81,1025981.51,2902974.38,1026253.75,6085.16467256228,4030.0721837830433,1681,6343,1306,4329,2902061.81,1025981.51,2898030.1,1030539.42,2902974.38,1026253.75,2905666.45,1023254.71,0,0,0,0,0,0,0,0,0,0,0,0,231,345,231,231,345,231
861e71df,992c99e8,957.4080691639176,957.4240402771984,175.78948561601769,174.92697843491965,163.38075019850683,10776.0,11706.0,3,931,3007309.17,1116754.2,3006353.07,1116804.23,5762.5805064224905,6198.683409571652,1584,6283,1836,6739,3007309.18,1116754.23,3006738.67,1111019.96,3006331.09,1116403.61,3006490.24,1122600.25,0,0,0,0,0,0,0,0,0,0,0,0,666,716,666,666,716,666
460f859e,95c8427f,958.46737930933,958.498065516921,179.8256703556999,179.7295466004754,179.7310728804868,10827.0,14970.0,367,4560,2913112.74,1041953.75,2912370.7,1041347.09,4478.858353308407,7520.341142029421,1646,4981,1716,8050,2913099.09,1041972.81,2915980.42,1038543.8,2914922.43,1038222.06,2910102.0,1043994.32,0,0,0,0,0,0,0,0,0,0,0,0,2734,2514,2514,1379,1340,1340
2d35f86d,c2c4db09,958.933353940796,958.933353940796,178.6658249820046,178.58302622529197,176.30491682599012,17786.0,18445.0,6627,7850,2999153.43,1108224.45,2998194.85,1108198.42,6226.510667918185,7458.938708858213,1732,6627,1812,7850,3001504.67,1102458.94,2999153.43,1108224.45,2995539.8,1115168.82,2998194.85,1108198.42,0,0,0,0,0,0,0,0,0,0,0,0,101,115,101,101,115,101
44441e54,84815d5a,959.4800792615544,959.4800792615544,155.86405907482307,156.4795382573896,155.15547075013592,17237.0,16647.0,5567,5285,3011706.44,1105173.51,3012573.8,1104763.28,5374.505238670778,4804.549146319819,1211,5567,1639,5285,3011950.3,1110542.48,3011706.44,1105173.51,3014337.43,1100294.13,3012573.8,1104763.28,0,0,0,0,0,0,0,0,0,0,0,0,99,56,56,99,56,56
5b7b6324,96ae5806,959.4819861260896,959.5137872901882,179.7120127117649,179.7262277243367,179.99573698566778,14394.0,19360.0,2371,7922,2995338.14,1065756.51,2994420.13,1065477.47,7971.965783926898,10953.102787269809,1633,8196,1688,11526,2996115.52,1063747.16,2993251.57,1071186.92,2991749.47,1072329.33,2995735.73,1062127.36,0,0,0,0,0,0,0,0,0,0,0,0,5978,6028,5978,3406,3421,3406
